               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.043893,            0.036075,           0.0094685,             0.80701,             0.76061,             0.82342,             0.52175,            0.041115,            0.020275,           0.0046198,             0.00626,             0.00626,             0.00626
                  36,            0.045495,            0.037801,           0.0095139,             0.84485,             0.76812,             0.84582,             0.54318,            0.039609,            0.019865,           0.0045236,             0.00615,             0.00615,             0.00615
                  37,            0.045047,            0.042249,           0.0096086,             0.78451,             0.80868,             0.83274,             0.53608,              0.0393,            0.019767,           0.0044956,             0.00604,             0.00604,             0.00604
                  38,            0.043966,            0.037328,           0.0087205,             0.82972,             0.80789,             0.85395,             0.54578,            0.038523,            0.019728,           0.0044676,             0.00593,             0.00593,             0.00593
                  39,            0.043253,             0.03573,           0.0096526,             0.83144,              0.7907,              0.8551,             0.54824,            0.038513,            0.019426,           0.0044347,             0.00582,             0.00582,             0.00582
                  40,            0.043897,            0.038264,            0.010052,             0.81577,             0.79915,             0.85721,             0.54466,            0.038857,            0.019405,           0.0043983,             0.00571,             0.00571,             0.00571
                  41,            0.043467,            0.038348,           0.0093699,             0.78947,              0.8376,              0.8633,             0.55506,            0.038273,            0.019302,           0.0043249,              0.0056,              0.0056,              0.0056
                  42,            0.044651,            0.037913,           0.0090177,             0.87201,             0.78488,             0.86735,             0.56471,            0.038368,            0.019426,           0.0042667,             0.00549,             0.00549,             0.00549
                  43,            0.043645,            0.035759,           0.0088935,             0.87127,              0.7747,              0.8608,             0.56286,            0.038432,            0.019501,           0.0042667,             0.00538,             0.00538,             0.00538
                  44,            0.042233,             0.03531,           0.0091203,             0.88648,             0.77668,             0.86204,             0.57044,            0.037504,            0.019241,           0.0042344,             0.00527,             0.00527,             0.00527
                  45,            0.042524,            0.033861,           0.0091668,             0.87555,             0.77952,             0.86758,             0.57469,            0.037822,            0.018882,            0.004145,             0.00516,             0.00516,             0.00516
                  46,            0.042588,            0.035415,           0.0085256,             0.87933,             0.77389,              0.8676,             0.56869,            0.037455,            0.018736,           0.0040421,             0.00505,             0.00505,             0.00505
                  47,            0.041159,            0.033234,           0.0085929,             0.87704,             0.78714,             0.85875,             0.58173,            0.037588,             0.01849,           0.0040109,             0.00494,             0.00494,             0.00494
                  48,            0.042161,              0.0383,           0.0096018,             0.88213,             0.79167,             0.87356,             0.58434,            0.036712,            0.018656,            0.004011,             0.00483,             0.00483,             0.00483
                  49,            0.040898,            0.036412,           0.0090055,             0.87904,             0.79456,             0.87262,             0.58689,            0.036227,             0.01882,           0.0040454,             0.00472,             0.00472,             0.00472
                  50,            0.041633,            0.033645,           0.0092608,             0.85124,             0.80302,             0.86694,             0.58003,            0.036195,            0.018575,           0.0040432,             0.00461,             0.00461,             0.00461
                  51,            0.041868,            0.040655,           0.0084813,             0.88743,             0.79661,             0.87175,             0.59792,            0.035949,            0.018409,           0.0040046,              0.0045,              0.0045,              0.0045
                  52,            0.041634,            0.039142,           0.0083171,             0.88552,             0.79672,             0.87131,             0.60071,            0.035998,            0.018178,           0.0039848,             0.00439,             0.00439,             0.00439
                  53,            0.041938,             0.03601,           0.0084916,             0.90573,             0.78719,             0.87763,             0.59721,            0.035862,            0.017991,           0.0039335,             0.00428,             0.00428,             0.00428
                  54,            0.040598,            0.033789,           0.0085974,             0.85883,             0.83216,             0.87738,             0.59586,            0.035408,            0.017742,           0.0038332,             0.00417,             0.00417,             0.00417
                  55,            0.041139,            0.031808,           0.0092546,             0.85017,             0.83515,             0.87799,             0.60907,            0.035448,             0.01769,            0.003813,             0.00406,             0.00406,             0.00406
                  56,            0.039938,            0.032691,           0.0070256,             0.84567,             0.84687,             0.88828,             0.60438,            0.035199,            0.017639,           0.0038115,             0.00395,             0.00395,             0.00395
                  57,            0.040304,             0.03717,           0.0085352,             0.86221,             0.82736,             0.89034,             0.61367,            0.034532,            0.017543,           0.0037833,             0.00384,             0.00384,             0.00384
                  58,            0.040992,            0.033615,           0.0082367,             0.90327,             0.81367,             0.89123,              0.6098,            0.034661,              0.0175,           0.0037347,             0.00373,             0.00373,             0.00373
                  59,            0.039034,            0.034885,           0.0082999,             0.89251,             0.81261,             0.88749,              0.6291,            0.033975,            0.017464,           0.0037104,             0.00362,             0.00362,             0.00362
                  60,              0.0382,            0.032035,           0.0075258,             0.89454,             0.80556,              0.8857,             0.63253,            0.033797,            0.017245,           0.0036809,             0.00351,             0.00351,             0.00351
                  61,            0.038733,            0.033968,           0.0083125,             0.83496,             0.84651,             0.88137,             0.61555,            0.033883,            0.017224,           0.0036637,              0.0034,              0.0034,              0.0034
                  62,            0.039651,            0.035527,           0.0076448,             0.90712,             0.81471,             0.89655,             0.63228,            0.033388,            0.017085,           0.0036107,             0.00329,             0.00329,             0.00329
                  63,            0.038411,            0.036683,           0.0077569,             0.90486,             0.81087,             0.88981,             0.63091,            0.033234,            0.016987,           0.0035598,             0.00318,             0.00318,             0.00318
                  64,            0.039965,            0.036411,           0.0082039,             0.89998,             0.82083,             0.89014,             0.63444,             0.03284,            0.016973,           0.0035225,             0.00307,             0.00307,             0.00307
                  65,              0.0387,            0.036442,           0.0075054,             0.90992,             0.81741,             0.89556,              0.6322,            0.032696,            0.016907,           0.0035021,             0.00296,             0.00296,             0.00296
                  66,             0.03592,             0.03148,           0.0072426,             0.91121,             0.81726,             0.89657,               0.636,            0.032874,            0.016789,           0.0034845,             0.00285,             0.00285,             0.00285
                  67,            0.036608,            0.033131,           0.0071504,             0.91158,             0.81897,             0.89797,             0.64068,            0.032573,            0.016682,           0.0034537,             0.00274,             0.00274,             0.00274
                  68,            0.037684,            0.032843,           0.0069115,             0.85752,             0.85209,              0.8906,             0.63123,            0.032658,            0.016582,           0.0034128,             0.00263,             0.00263,             0.00263
                  69,            0.037326,            0.032355,           0.0076196,             0.86339,             0.86302,             0.89506,             0.64853,            0.032314,            0.016477,           0.0033735,             0.00252,             0.00252,             0.00252
                  70,            0.036118,            0.032447,           0.0079914,             0.86659,             0.85834,             0.89377,             0.64963,            0.031978,            0.016402,           0.0033437,             0.00241,             0.00241,             0.00241
                  71,             0.03765,            0.030371,           0.0068504,             0.87796,             0.85241,             0.89232,             0.65757,            0.031675,            0.016407,           0.0033166,              0.0023,              0.0023,              0.0023
                  72,            0.036031,            0.032725,           0.0074226,             0.87926,             0.85624,             0.88987,               0.659,             0.03145,            0.016395,           0.0032995,             0.00219,             0.00219,             0.00219
                  73,            0.036153,            0.028418,           0.0075022,             0.87887,             0.85348,             0.89481,             0.65605,            0.031571,            0.016367,           0.0032825,             0.00208,             0.00208,             0.00208
                  74,             0.03781,            0.034442,           0.0064534,             0.90146,              0.8464,             0.89914,             0.66455,            0.031118,             0.01619,           0.0032557,             0.00197,             0.00197,             0.00197
                  75,            0.036321,            0.032728,           0.0072165,             0.88537,              0.8502,             0.89328,             0.66736,            0.030804,             0.01609,           0.0032505,             0.00186,             0.00186,             0.00186
                  76,            0.035804,            0.031036,           0.0069554,             0.88804,             0.85233,             0.90141,             0.67328,            0.030892,            0.016125,           0.0032593,             0.00175,             0.00175,             0.00175
                  77,            0.035755,             0.03181,           0.0081147,             0.87183,              0.8628,             0.89076,             0.66604,            0.030974,            0.016125,           0.0032413,             0.00164,             0.00164,             0.00164
                  78,            0.036464,            0.031391,           0.0068651,             0.87397,              0.8642,             0.89621,             0.66824,            0.030891,            0.016041,           0.0032146,             0.00153,             0.00153,             0.00153
                  79,            0.035642,            0.033854,           0.0069972,             0.86919,             0.86411,             0.89515,             0.67449,            0.030529,            0.015972,            0.003196,             0.00142,             0.00142,             0.00142
                  80,             0.03676,            0.031385,           0.0071308,             0.87029,             0.86539,             0.90292,             0.67776,            0.030462,            0.015969,           0.0031768,             0.00131,             0.00131,             0.00131
                  81,            0.036347,            0.033109,           0.0072162,             0.86616,             0.86854,             0.90145,             0.68217,            0.030227,            0.015956,           0.0031605,              0.0012,              0.0012,              0.0012
                  82,            0.036632,            0.029276,           0.0071701,             0.86329,             0.86932,             0.90171,             0.67769,            0.030269,            0.015961,           0.0031654,             0.00109,             0.00109,             0.00109
                  83,            0.036062,            0.033488,           0.0066157,             0.86539,               0.873,             0.90377,             0.68686,            0.029937,            0.015823,            0.003155,             0.00098,             0.00098,             0.00098
                  84,            0.035216,            0.033931,           0.0066284,             0.86619,             0.87225,             0.90638,             0.68984,            0.029823,            0.015748,           0.0031445,             0.00087,             0.00087,             0.00087
                  85,            0.035543,            0.030887,           0.0064408,             0.86403,             0.87091,             0.90594,             0.69448,            0.029803,            0.015709,           0.0031272,             0.00076,             0.00076,             0.00076
                  86,            0.034806,            0.032241,           0.0063866,             0.85513,             0.86551,             0.90581,             0.68948,            0.029709,            0.015629,           0.0031101,             0.00065,             0.00065,             0.00065
                  87,            0.036778,             0.03418,           0.0073074,             0.85399,             0.86591,             0.90507,             0.69431,            0.029602,            0.015596,           0.0030991,             0.00054,             0.00054,             0.00054
                  88,            0.034797,            0.032622,           0.0058998,              0.8635,             0.87134,             0.90767,             0.69613,            0.029495,            0.015585,           0.0030887,             0.00043,             0.00043,             0.00043
                  89,            0.034796,            0.032488,           0.0063541,             0.86355,             0.87099,             0.90935,             0.69528,            0.029462,              0.0156,           0.0030839,             0.00032,             0.00032,             0.00032
