               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,             0.04645,            0.038008,           0.0094862,             0.73621,             0.77724,             0.80722,              0.5102,            0.042877,            0.020485,           0.0054516,           0.0081685,           0.0081685,           0.0081685
                  39,            0.046225,            0.036601,            0.010171,             0.74255,             0.80938,             0.84555,             0.53973,            0.041525,            0.020026,           0.0052903,            0.008119,            0.008119,            0.008119
                  40,             0.04588,            0.039073,            0.010652,             0.78007,             0.79843,             0.85545,              0.5375,            0.040712,            0.019991,           0.0051587,           0.0080695,           0.0080695,           0.0080695
                  41,            0.045136,            0.038746,           0.0096063,             0.77128,             0.78004,             0.84389,             0.53985,            0.041003,            0.019873,           0.0051334,             0.00802,             0.00802,             0.00802
                  42,            0.047131,            0.037978,           0.0093847,             0.83229,             0.78655,             0.85551,              0.5548,            0.040159,            0.019815,           0.0050746,           0.0079705,           0.0079705,           0.0079705
                  43,            0.045057,            0.036355,           0.0095945,             0.81675,             0.77308,             0.84344,             0.53826,            0.041461,            0.019912,           0.0051244,            0.007921,            0.007921,            0.007921
                  44,             0.04482,            0.035837,            0.009423,             0.83307,             0.78045,             0.85238,             0.56083,            0.040196,            0.019571,           0.0050765,           0.0078715,           0.0078715,           0.0078715
                  45,            0.045298,             0.03471,            0.009586,             0.78858,             0.81003,              0.8521,             0.54278,            0.041382,            0.019435,           0.0051349,            0.007822,            0.007822,            0.007822
                  46,            0.045979,            0.035884,           0.0092265,             0.77636,             0.81951,             0.85082,              0.5289,            0.041319,            0.019264,           0.0050647,           0.0077725,           0.0077725,           0.0077725
                  47,            0.044902,            0.034031,           0.0093086,             0.77036,             0.81422,             0.83736,             0.53926,            0.041774,            0.019226,           0.0051304,            0.007723,            0.007723,            0.007723
                  48,            0.045901,            0.039338,            0.010641,             0.80325,              0.8016,             0.84968,             0.53662,            0.039739,            0.019066,           0.0051057,           0.0076735,           0.0076735,           0.0076735
                  49,             0.04432,            0.037699,           0.0097982,             0.79561,             0.77576,             0.83699,             0.50137,            0.043661,            0.019627,           0.0050755,            0.007624,            0.007624,            0.007624
                  50,              0.0458,            0.034489,           0.0099595,             0.79434,             0.79718,             0.85497,             0.53239,            0.040372,            0.019036,           0.0051229,           0.0075745,           0.0075745,           0.0075745
                  51,             0.04562,            0.041721,           0.0092157,             0.80348,             0.81356,             0.86442,             0.55032,            0.040753,            0.018934,           0.0050318,            0.007525,            0.007525,            0.007525
                  52,            0.044559,            0.039931,           0.0090199,              0.8236,             0.79228,             0.85428,             0.54808,            0.040414,            0.018658,           0.0048698,           0.0074755,           0.0074755,           0.0074755
                  53,            0.045422,             0.03711,           0.0089739,             0.83501,              0.7844,             0.86544,             0.55241,            0.040794,            0.018445,            0.004754,            0.007426,            0.007426,            0.007426
                  54,             0.04379,            0.035035,            0.009103,             0.82601,             0.78209,             0.84635,             0.54593,            0.040484,             0.01819,           0.0046814,           0.0073765,           0.0073765,           0.0073765
                  55,            0.044823,            0.032371,           0.0095301,             0.84407,             0.80394,             0.87241,             0.58442,            0.037944,            0.018016,           0.0047408,            0.007327,            0.007327,            0.007327
                  56,            0.042842,            0.033754,           0.0078424,             0.86158,             0.77823,             0.86862,             0.55673,            0.039904,            0.018046,           0.0047532,           0.0072775,           0.0072775,           0.0072775
                  57,            0.043456,            0.038004,           0.0092667,             0.86406,             0.78981,             0.86154,             0.57262,            0.038277,             0.01818,           0.0046948,            0.007228,            0.007228,            0.007228
                  58,            0.043981,             0.03426,           0.0089451,             0.85628,             0.78946,             0.85731,             0.55818,            0.038642,            0.018155,           0.0046018,           0.0071785,           0.0071785,           0.0071785
                  59,            0.042561,            0.035617,            0.008979,             0.84659,             0.78789,             0.86576,             0.53904,            0.041761,            0.018492,           0.0045799,            0.007129,            0.007129,            0.007129
                  60,            0.043946,            0.033174,             0.00817,              0.8446,             0.81532,             0.88105,             0.56182,            0.038968,            0.018091,           0.0045939,           0.0070795,           0.0070795,           0.0070795
                  61,            0.042665,            0.035116,           0.0090843,             0.86431,             0.81054,             0.87472,             0.56645,            0.038095,            0.017979,           0.0045911,             0.00703,             0.00703,             0.00703
                  62,             0.04195,            0.036425,           0.0081455,             0.87228,             0.79672,             0.86899,             0.58002,            0.037542,            0.018004,           0.0045493,           0.0069805,           0.0069805,           0.0069805
                  63,            0.041825,            0.037865,           0.0084254,               0.889,             0.80744,             0.87959,             0.58035,            0.037512,            0.017664,           0.0044738,            0.006931,            0.006931,            0.006931
                  64,            0.043912,            0.038027,           0.0092366,             0.86977,              0.8097,             0.87269,             0.56314,            0.037936,            0.017771,           0.0044151,           0.0068815,           0.0068815,           0.0068815
                  65,            0.043745,            0.037152,           0.0078015,             0.84431,             0.80843,             0.88306,             0.58764,            0.037974,            0.017486,           0.0043847,            0.006832,            0.006832,            0.006832
                  66,            0.040136,            0.032634,           0.0079577,             0.82798,             0.82166,             0.86779,              0.5826,            0.037957,             0.01745,           0.0043572,           0.0067825,           0.0067825,           0.0067825
                  67,            0.040905,            0.034226,           0.0079021,             0.85618,             0.81417,             0.87636,             0.59613,            0.037795,            0.017656,           0.0042909,            0.006733,            0.006733,            0.006733
                  68,            0.042562,            0.034283,           0.0075666,             0.81413,             0.81509,             0.86875,             0.55869,             0.03911,             0.01757,           0.0043036,           0.0066835,           0.0066835,           0.0066835
                  69,              0.0419,            0.033266,           0.0079934,             0.82943,             0.82168,             0.87898,             0.57572,            0.037768,            0.017899,           0.0043907,            0.006634,            0.006634,            0.006634
                  70,            0.040567,            0.033682,           0.0082972,             0.84472,             0.83615,             0.87902,             0.57391,            0.036612,            0.017595,           0.0043781,           0.0065845,           0.0065845,           0.0065845
                  71,            0.041416,            0.031289,           0.0073358,             0.84464,             0.84572,             0.88788,             0.58194,            0.036803,            0.017488,           0.0043437,            0.006535,            0.006535,            0.006535
                  72,            0.040505,            0.034221,           0.0079596,             0.85715,             0.84276,             0.88693,             0.60164,            0.036694,            0.017355,            0.004354,           0.0064855,           0.0064855,           0.0064855
                  73,            0.040267,            0.029576,           0.0086219,             0.85932,             0.83031,             0.88994,             0.59567,            0.035712,            0.017224,           0.0043794,            0.006436,            0.006436,            0.006436
                  74,              0.0416,            0.035905,            0.007252,             0.89392,             0.81902,             0.88858,             0.59787,            0.036492,            0.017253,           0.0043585,           0.0063865,           0.0063865,           0.0063865
                  75,            0.040284,            0.033995,           0.0083442,             0.90069,             0.82768,             0.90475,              0.6069,            0.035095,            0.017046,            0.004365,            0.006337,            0.006337,            0.006337
                  76,            0.040787,              0.0325,           0.0077959,             0.89803,             0.81868,             0.89688,             0.60337,            0.035601,            0.017184,           0.0043559,           0.0062875,           0.0062875,           0.0062875
                  77,            0.040502,            0.033249,           0.0091681,             0.87824,             0.79937,             0.88979,             0.59456,            0.036726,            0.017072,           0.0042793,            0.006238,            0.006238,            0.006238
                  78,              0.0413,             0.03284,           0.0076753,             0.88211,             0.79332,             0.88689,             0.61569,            0.036347,            0.017051,           0.0042715,           0.0061885,           0.0061885,           0.0061885
                  79,            0.040741,            0.035655,           0.0078598,             0.86321,             0.81335,             0.88537,             0.61735,            0.035742,            0.017019,           0.0042993,            0.006139,            0.006139,            0.006139
                  80,            0.041728,            0.033455,           0.0080883,             0.89636,             0.81338,             0.89097,             0.62412,            0.034925,            0.016869,           0.0043066,           0.0060895,           0.0060895,           0.0060895
                  81,            0.041431,            0.034422,           0.0079187,             0.85262,             0.82722,             0.88434,             0.61732,            0.035611,            0.016808,           0.0043168,             0.00604,             0.00604,             0.00604
                  82,            0.040575,            0.030264,           0.0077164,             0.84785,             0.82778,             0.88948,             0.62314,            0.035545,            0.016831,           0.0042672,           0.0059905,           0.0059905,           0.0059905
                  83,            0.039893,             0.03519,           0.0074128,             0.86733,             0.82384,             0.88798,             0.61516,            0.034055,             0.01666,           0.0042037,            0.005941,            0.005941,            0.005941
                  84,            0.038954,            0.034529,           0.0074663,             0.89598,              0.8167,             0.89559,              0.6115,            0.034283,            0.016839,           0.0041667,           0.0058915,           0.0058915,           0.0058915
                  85,            0.040077,            0.032056,            0.007175,             0.90369,             0.81386,             0.89466,             0.59849,            0.034811,            0.016735,           0.0041503,            0.005842,            0.005842,            0.005842
                  86,            0.039084,            0.033442,           0.0069741,             0.90439,             0.81215,             0.90187,             0.60149,             0.03492,             0.01671,           0.0040987,           0.0057925,           0.0057925,           0.0057925
                  87,            0.040637,            0.035339,           0.0078317,               0.903,             0.82153,             0.89879,             0.61205,            0.034123,            0.016578,           0.0040663,            0.005743,            0.005743,            0.005743
                  88,            0.038804,            0.033584,            0.006362,             0.89761,             0.82883,             0.90672,             0.61006,            0.035209,            0.016901,           0.0040305,           0.0056935,           0.0056935,           0.0056935
                  89,            0.038978,            0.033563,           0.0071452,             0.89502,             0.82633,             0.89703,             0.60163,            0.034322,            0.016796,           0.0040527,            0.005644,            0.005644,            0.005644
                  90,            0.040352,             0.03287,           0.0074114,             0.89065,             0.82807,             0.89829,             0.61994,            0.034106,            0.016713,           0.0040446,           0.0055945,           0.0055945,           0.0055945
                  91,            0.039684,            0.031444,            0.007907,             0.85384,             0.85519,             0.89417,             0.61284,            0.034286,             0.01666,           0.0040796,            0.005545,            0.005545,            0.005545
                  92,            0.037867,            0.031179,           0.0071728,             0.80243,             0.82946,             0.87504,             0.60198,            0.035925,            0.016808,           0.0040397,           0.0054955,           0.0054955,           0.0054955
                  93,            0.039885,            0.031896,           0.0070668,             0.84083,             0.85322,             0.89534,             0.62536,            0.034352,            0.016524,           0.0040278,            0.005446,            0.005446,            0.005446
                  94,            0.038723,            0.031781,           0.0068572,             0.84309,             0.85767,             0.89612,             0.63529,            0.034259,            0.016365,           0.0039771,           0.0053965,           0.0053965,           0.0053965
                  95,            0.038864,            0.032609,           0.0077149,              0.8445,              0.8613,             0.89466,             0.62775,            0.034453,            0.016346,           0.0039785,            0.005347,            0.005347,            0.005347
                  96,            0.039458,             0.03211,           0.0073759,             0.85659,             0.85547,             0.89334,             0.63013,            0.033137,            0.016237,           0.0039783,           0.0052975,           0.0052975,           0.0052975
                  97,             0.03787,            0.031514,           0.0074131,             0.86406,              0.8555,             0.89853,             0.63246,            0.032755,            0.016223,           0.0039615,            0.005248,            0.005248,            0.005248
                  98,            0.038889,            0.033733,           0.0075054,             0.83765,             0.85918,             0.89569,             0.64381,            0.032451,            0.016143,           0.0039657,           0.0051985,           0.0051985,           0.0051985
                  99,            0.037079,            0.029255,           0.0077059,             0.90407,              0.8251,             0.90206,             0.63921,            0.033748,            0.016123,           0.0039372,            0.005149,            0.005149,            0.005149
                 100,            0.039226,            0.028827,           0.0077945,             0.90908,             0.83758,             0.90774,              0.6356,            0.033037,            0.016073,           0.0039276,           0.0050995,           0.0050995,           0.0050995
                 101,            0.038613,            0.031256,           0.0071361,             0.87472,             0.85882,             0.91268,             0.64767,            0.032417,            0.015955,           0.0039187,             0.00505,             0.00505,             0.00505
                 102,            0.038699,            0.032956,           0.0074681,             0.91753,             0.83304,             0.91289,             0.64391,            0.032653,            0.016017,            0.003946,           0.0050005,           0.0050005,           0.0050005
                 103,            0.037668,            0.033076,           0.0071647,             0.91784,             0.83367,             0.90704,             0.64175,            0.032749,            0.015978,           0.0039554,            0.004951,            0.004951,            0.004951
                 104,            0.036656,             0.03051,           0.0068572,             0.91486,             0.84127,             0.90522,             0.65295,            0.032378,            0.015759,           0.0039373,           0.0049015,           0.0049015,           0.0049015
                 105,            0.037044,            0.033933,           0.0065642,             0.87803,              0.8567,             0.90341,             0.63296,            0.032786,            0.015836,            0.003949,            0.004852,            0.004852,            0.004852
                 106,            0.037762,            0.031897,           0.0062317,             0.88333,             0.85583,             0.90166,             0.65206,            0.031933,            0.015667,           0.0039465,           0.0048025,           0.0048025,           0.0048025
                 107,             0.03778,            0.028494,           0.0070765,             0.91676,             0.83924,             0.90838,             0.64637,            0.032032,            0.015688,            0.003929,            0.004753,            0.004753,            0.004753
                 108,             0.03674,            0.031199,           0.0069585,             0.91509,             0.82416,             0.90301,             0.64191,            0.032997,            0.015873,           0.0038799,           0.0047035,           0.0047035,           0.0047035
                 109,             0.03805,            0.033159,           0.0075698,             0.92079,             0.82151,              0.8991,             0.64683,            0.031686,            0.015689,           0.0038188,            0.004654,            0.004654,            0.004654
                 110,            0.036848,            0.032318,           0.0067274,             0.90875,             0.83546,             0.90715,             0.65613,            0.031743,            0.015699,           0.0037858,           0.0046045,           0.0046045,           0.0046045
                 111,            0.038092,            0.031506,           0.0055974,              0.9142,             0.83628,             0.90612,             0.65854,            0.031674,            0.015645,           0.0037757,            0.004555,            0.004555,            0.004555
                 112,            0.037775,            0.032401,           0.0068208,               0.904,             0.84586,             0.91017,             0.64847,            0.032191,             0.01566,           0.0037844,           0.0045055,           0.0045055,           0.0045055
                 113,            0.038184,            0.029377,           0.0075314,             0.90738,              0.8456,             0.91215,             0.64019,            0.032199,            0.015573,           0.0037861,            0.004456,            0.004456,            0.004456
                 114,            0.037827,            0.030712,           0.0065714,             0.90815,             0.84353,             0.90862,             0.64639,            0.031366,            0.015335,           0.0037809,           0.0044065,           0.0044065,           0.0044065
                 115,            0.037821,             0.03128,           0.0057588,             0.91049,             0.84715,             0.91214,             0.64765,            0.031718,            0.015395,           0.0037904,            0.004357,            0.004357,            0.004357
                 116,            0.037973,            0.030919,           0.0069907,             0.90444,             0.84574,             0.90649,             0.65426,            0.031331,            0.015349,           0.0038098,           0.0043075,           0.0043075,           0.0043075
                 117,             0.03793,            0.031648,           0.0063952,             0.90365,             0.85297,             0.90457,             0.64638,            0.030996,            0.015248,            0.003798,            0.004258,            0.004258,            0.004258
                 118,            0.038634,            0.032959,           0.0070633,             0.91263,             0.84654,             0.90855,              0.6492,            0.031482,            0.015289,            0.003799,           0.0042085,           0.0042085,           0.0042085
                 119,            0.037378,            0.031474,           0.0069644,             0.91476,             0.85074,             0.91146,             0.65493,            0.030856,             0.01521,           0.0037735,            0.004159,            0.004159,            0.004159
                 120,            0.037395,            0.034612,           0.0062598,             0.91831,             0.84918,              0.9146,             0.66198,            0.030502,            0.015031,           0.0037427,           0.0041095,           0.0041095,           0.0041095
                 121,            0.035122,            0.029803,           0.0059904,             0.91748,             0.84344,             0.91416,             0.65801,            0.031556,            0.015197,           0.0037051,             0.00406,             0.00406,             0.00406
                 122,            0.036254,            0.031123,           0.0064716,             0.91045,             0.84731,             0.91749,             0.66518,             0.03094,            0.015155,           0.0036779,           0.0040105,           0.0040105,           0.0040105
                 123,            0.037597,            0.030921,            0.006115,             0.90589,             0.85545,             0.91976,             0.66791,            0.030904,            0.015277,           0.0036606,            0.003961,            0.003961,            0.003961
                 124,            0.035904,            0.030938,           0.0069579,             0.88117,             0.89006,             0.91923,             0.66573,            0.030689,            0.015186,           0.0036481,           0.0039115,           0.0039115,           0.0039115
                 125,            0.035592,            0.030699,           0.0066555,             0.88801,             0.88272,             0.92082,             0.68005,            0.030438,             0.01522,           0.0036546,            0.003862,            0.003862,            0.003862
                 126,            0.036074,            0.031034,           0.0061041,             0.92008,             0.84625,             0.91821,             0.67548,            0.030655,            0.015337,           0.0036566,           0.0038125,           0.0038125,           0.0038125
                 127,             0.03539,            0.029211,           0.0060572,             0.92136,             0.84912,              0.9182,             0.67096,            0.030587,             0.01533,           0.0036434,            0.003763,            0.003763,            0.003763
                 128,              0.0347,            0.030678,           0.0059755,             0.92025,             0.84794,             0.91909,             0.68005,            0.030002,            0.015204,           0.0036009,           0.0037135,           0.0037135,           0.0037135
                 129,            0.034892,            0.028377,           0.0060752,             0.88601,             0.87204,             0.92081,              0.6789,            0.030228,             0.01514,           0.0035685,            0.003664,            0.003664,            0.003664
                 130,            0.036718,            0.030536,           0.0057286,             0.92954,             0.84551,             0.91543,             0.68433,            0.030141,            0.015142,             0.00355,           0.0036145,           0.0036145,           0.0036145
                 131,            0.037729,            0.033661,           0.0071313,             0.93417,             0.84674,             0.92288,             0.68186,            0.030265,            0.015277,           0.0035448,            0.003565,            0.003565,            0.003565
                 132,            0.035031,            0.031398,           0.0063336,             0.88052,             0.87318,             0.91927,             0.69477,            0.029693,            0.015174,           0.0035387,           0.0035155,           0.0035155,           0.0035155
                 133,            0.035127,            0.028439,           0.0064822,             0.91823,             0.83753,             0.91489,             0.66983,            0.030488,             0.01537,           0.0035314,            0.003466,            0.003466,            0.003466
                 134,            0.035978,            0.029806,           0.0055833,             0.90718,             0.84683,              0.9176,             0.67237,            0.030779,            0.015313,           0.0035138,           0.0034165,           0.0034165,           0.0034165
                 135,            0.036168,            0.030595,           0.0063503,             0.90614,             0.85376,             0.92511,             0.67083,            0.030421,             0.01517,           0.0034895,            0.003367,            0.003367,            0.003367
                 136,            0.035462,            0.028836,           0.0061825,             0.91267,             0.84726,             0.92312,              0.6857,            0.029813,            0.014994,           0.0034899,           0.0033175,           0.0033175,           0.0033175
                 137,            0.034668,             0.03082,            0.006061,             0.92005,             0.83563,             0.91905,             0.69003,            0.029563,            0.014925,           0.0035036,            0.003268,            0.003268,            0.003268
                 138,            0.034917,            0.031263,           0.0059699,             0.91664,             0.84082,             0.92118,             0.68878,            0.030146,               0.015,           0.0035097,           0.0032185,           0.0032185,           0.0032185
                 139,             0.03537,            0.026697,           0.0055387,             0.91751,             0.84986,             0.92455,             0.68914,            0.029448,            0.014953,           0.0034988,            0.003169,            0.003169,            0.003169
                 140,             0.03421,            0.029057,           0.0062772,             0.92162,             0.85033,              0.9272,             0.69574,            0.029652,            0.014922,            0.003482,           0.0031195,           0.0031195,           0.0031195
                 141,            0.035944,            0.027886,           0.0064917,             0.91865,             0.85359,             0.92384,             0.69576,            0.029301,            0.014859,           0.0034647,             0.00307,             0.00307,             0.00307
                 142,             0.03541,            0.027113,           0.0062908,             0.91179,             0.85039,             0.91961,             0.68966,            0.029568,            0.014851,           0.0034561,           0.0030205,           0.0030205,           0.0030205
                 143,            0.035597,            0.030511,           0.0064607,             0.86938,             0.89853,             0.92226,             0.69862,            0.029059,            0.014771,           0.0034465,            0.002971,            0.002971,            0.002971
                 144,            0.035064,            0.030806,           0.0052922,              0.8815,              0.8963,             0.92174,             0.69994,            0.029048,            0.014735,           0.0034313,           0.0029215,           0.0029215,           0.0029215
                 145,            0.035781,            0.031182,           0.0059186,             0.88117,             0.89636,             0.92485,             0.69773,            0.028546,            0.014637,           0.0034259,            0.002872,            0.002872,            0.002872
                 146,            0.034382,            0.029887,           0.0058369,             0.88041,             0.89863,             0.92658,             0.68921,            0.028712,             0.01463,            0.003415,           0.0028225,           0.0028225,           0.0028225
                 147,            0.035514,            0.032101,           0.0065058,             0.87915,             0.89638,             0.92529,             0.69068,            0.029189,            0.014643,           0.0034115,            0.002773,            0.002773,            0.002773
                 148,            0.032501,            0.026552,           0.0059979,             0.87047,             0.89347,             0.92248,             0.68986,            0.029009,            0.014722,            0.003408,           0.0027235,           0.0027235,           0.0027235
                 149,             0.03334,            0.027882,           0.0054558,             0.88135,              0.8906,             0.92236,               0.692,            0.028598,            0.014563,           0.0033956,            0.002674,            0.002674,            0.002674
                 150,            0.032817,            0.027681,           0.0054539,             0.87857,             0.89232,             0.92153,             0.69638,            0.028386,            0.014521,           0.0033926,           0.0026245,           0.0026245,           0.0026245
                 151,            0.033007,            0.028692,           0.0055617,              0.8716,             0.89495,             0.92163,             0.69869,            0.028382,            0.014514,           0.0033775,            0.002575,            0.002575,            0.002575
                 152,            0.032825,            0.027337,           0.0053596,             0.87286,             0.89482,             0.92014,              0.6943,             0.02849,            0.014476,           0.0033541,           0.0025255,           0.0025255,           0.0025255
                 153,            0.033399,            0.031636,           0.0064291,             0.86655,             0.89391,             0.92024,              0.7001,            0.028081,            0.014399,           0.0033497,            0.002476,            0.002476,            0.002476
                 154,            0.033022,            0.030277,           0.0054715,             0.86709,             0.89138,             0.91866,             0.70381,            0.028129,            0.014408,           0.0033376,           0.0024265,           0.0024265,           0.0024265
                 155,            0.031267,            0.027064,           0.0046774,             0.87524,             0.87691,             0.92116,             0.70138,            0.028074,            0.014413,           0.0033241,            0.002377,            0.002377,            0.002377
                 156,            0.032094,            0.028292,           0.0056724,              0.9025,             0.86071,             0.91891,             0.70104,             0.02786,            0.014314,           0.0033074,           0.0023275,           0.0023275,           0.0023275
                 157,            0.032533,            0.029335,           0.0060915,             0.86834,             0.89667,             0.92199,             0.70723,            0.028176,            0.014307,           0.0032745,            0.002278,            0.002278,            0.002278
                 158,            0.032771,            0.029273,           0.0051454,             0.91692,             0.86167,             0.92171,             0.71553,            0.027617,            0.014114,           0.0032504,           0.0022285,           0.0022285,           0.0022285
                 159,            0.034119,            0.026918,           0.0058632,             0.87666,             0.88362,             0.92006,             0.71144,            0.028019,            0.014195,           0.0032316,            0.002179,            0.002179,            0.002179
                 160,            0.033717,            0.032416,            0.005434,              0.8756,             0.90118,             0.92182,             0.71387,            0.027782,            0.014101,           0.0032149,           0.0021295,           0.0021295,           0.0021295
