               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.079465,            0.059206,            0.024417,             0.34795,             0.53458,              0.4134,             0.25948,            0.064537,            0.029916,            0.011768,              0.0937,              0.0007,              0.0007
                   1,            0.065807,            0.058373,            0.026456,             0.55287,             0.55197,             0.57943,             0.36847,            0.053031,            0.029495,            0.010631,            0.086495,            0.001495,            0.001495
                   2,            0.057022,            0.055695,            0.023665,             0.54072,             0.60252,             0.63234,             0.39323,            0.051014,            0.029275,             0.00999,            0.079285,           0.0022848,           0.0022848
                   3,            0.056102,            0.052043,            0.022607,             0.61869,             0.62349,             0.67817,             0.43057,             0.04853,            0.029067,           0.0095394,            0.072069,           0.0030693,           0.0030693
                   4,            0.053726,            0.054637,            0.020948,             0.66145,             0.62031,             0.69358,             0.41976,            0.048773,            0.029448,            0.009268,            0.064849,           0.0038485,           0.0038485
                   5,            0.051782,            0.051278,            0.018754,             0.68836,             0.62902,             0.67988,             0.42497,            0.047905,            0.028377,           0.0090101,            0.057622,           0.0046225,           0.0046225
                   6,            0.052464,            0.045806,            0.016418,             0.66355,             0.61518,             0.67561,             0.39591,            0.049396,             0.02717,            0.008496,            0.050391,           0.0053911,           0.0053911
                   7,            0.051257,            0.047439,            0.016328,             0.67374,             0.61652,             0.68367,             0.37214,            0.052666,            0.026489,           0.0081248,            0.043154,           0.0061545,           0.0061545
                   8,            0.054418,            0.045036,            0.013944,             0.68455,             0.65141,             0.70214,             0.40527,            0.049177,            0.025326,           0.0078418,            0.035913,           0.0069126,           0.0069126
                   9,            0.054162,            0.045795,            0.016659,             0.61623,             0.67211,             0.68236,             0.39164,            0.051279,            0.026167,           0.0082095,            0.028665,           0.0076654,           0.0076654
                  10,            0.053305,            0.047182,            0.015599,             0.67772,              0.6652,             0.71042,             0.42453,            0.049603,            0.024722,           0.0072107,            0.021413,           0.0084129,           0.0084129
                  11,            0.057156,            0.046266,            0.016856,             0.70625,             0.69587,             0.73048,             0.44438,            0.049416,            0.024161,           0.0067382,            0.014155,           0.0091552,           0.0091552
                  12,            0.053831,             0.04489,            0.016061,             0.70358,             0.67829,             0.73471,             0.42309,            0.051467,            0.024084,           0.0066745,            0.009604,            0.009604,            0.009604
                  13,            0.051765,            0.043703,            0.016038,             0.70874,              0.6592,             0.71652,             0.42265,            0.050488,            0.023973,           0.0069058,            0.009604,            0.009604,            0.009604
                  14,            0.055868,            0.046235,            0.016178,             0.78193,             0.68247,             0.75412,             0.46015,            0.047879,            0.023973,            0.006726,            0.009571,            0.009571,            0.009571
                  15,            0.052915,            0.044666,            0.014488,             0.78263,             0.66945,             0.74889,             0.44164,            0.047322,            0.023582,           0.0064142,            0.009538,            0.009538,            0.009538
                  16,            0.051842,            0.045507,            0.013013,             0.74773,             0.67642,             0.74456,             0.42923,            0.048458,            0.024113,            0.006844,            0.009505,            0.009505,            0.009505
                  17,            0.051201,            0.040855,            0.013591,             0.76909,             0.72404,             0.76898,             0.45052,            0.046555,            0.023167,           0.0061579,            0.009472,            0.009472,            0.009472
